Do not modify first row,P Full,P 3/4,P L2L,P P2P,52 Full,52 3/4,52 L2L,52 P2P,56 Full,56 3/4,56 L2L,56 P2P,60 Full,60 3/4,60 L2L,60 P2P
Distances,100,95,68,38,80,65,55,45,65,60,45,23,55,50,28,16
